Issuer Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Nominal,Price,Location,Exchange,Market Currency
MRSH,MARSH INC,Financials,Equity,138324935,0.09992,138324935,772765,179,United States,New York Stock Exchange Inc.,USD
JCI,JOHNSON CONTROLS INTERNATIONAL PLC,Industrials,Equity,136991687.56,0.09896,136991687.56,980473,139.72,United States,New York Stock Exchange Inc.,USD
9983,FAST RETAILING LTD,Consumer Discretionary,Equity,136623858.9,0.09869,136623858.9,295265,462.72,Japan,Tokyo Stock Exchange,JPY
NOC,NORTHROP GRUMMAN CORP,Industrials,Equity,136589999.52,0.09867,136589999.52,223504,611.13,United States,New York Stock Exchange Inc.,USD
NG.,NATIONAL GRID PLC,Utilities,Equity,134808695.41,0.09738,134808695.41,7959440,16.94,United Kingdom,London Stock Exchange,GBP
MELI,MERCADOLIBRE INC,Consumer Discretionary,Equity,134604197.1,0.09723,134604197.1,72595,1854.18,United States,NASDAQ,USD
CSX,CSX CORP,Industrials,Equity,134588646.42,0.09722,134588646.42,3103266,43.37,United States,NASDAQ,USD
BA.,BAE SYSTEMS PLC,Industrials,Equity,133952116.6,0.09676,133952116.6,4622907,28.98,United Kingdom,London Stock Exchange,GBP
WMB,WILLIAMS INC,Energy,Equity,133806858.08,0.09666,133806858.08,1899856,70.43,United States,New York Stock Exchange Inc.,USD
CS,AXA SA,Financials,Equity,133554512.03,0.09647,133554512.03,2679021,49.85,France,Nyse Euronext - Euronext Paris,EUR
8766,TOKIO MARINE HOLDINGS INC,Financials,Equity,132153743.1,0.09546,132153743.1,2942216,44.92,Japan,Tokyo Stock Exchange,JPY
ADP,AUTOMATIC DATA PROCESSING INC,Industrials,Equity,131972209.62,0.09533,131972209.62,650526,202.87,United States,NASDAQ,USD
HLT,HILTON WORLDWIDE HOLDINGS INC,Consumer Discretionary,Equity,131407473.34,0.09492,131407473.34,386254,340.21,United States,New York Stock Exchange Inc.,USD
BARC,BARCLAYS PLC,Financials,Equity,131146996.34,0.09474,131146996.34,22173072,5.91,United Kingdom,London Stock Exchange,GBP
ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,Equity,130602282,0.09434,130602282,1392200,93.81,United States,NASDAQ,USD
SPOT,SPOTIFY TECHNOLOGY SA,Communication,Equity,129781410.16,0.09375,129781410.16,248414,522.44,Sweden,New York Stock Exchange Inc.,USD
EMR,EMERSON ELECTRIC,Industrials,Equity,128776028.99,0.09302,128776028.99,889153,144.83,United States,New York Stock Exchange Inc.,USD
MMM,3M,Industrials,Equity,128622381.93,0.09291,128622381.93,866319,148.47,United States,New York Stock Exchange Inc.,USD
SLB,SLB NV,Energy,Equity,128389832.16,0.09274,128389832.16,2433008,52.77,United States,New York Stock Exchange Inc.,USD
AMT,AMERICAN TOWER REIT CORP,Real Estate,Equity,128351433.44,0.09272,128351433.44,734444,174.76,United States,New York Stock Exchange Inc.,USD
DG,VINCI SA,Industrials,Equity,126960111.19,0.09171,126960111.19,808326,157.07,France,Nyse Euronext - Euronext Paris,EUR
ANZ,ANZ GROUP HOLDINGS LTD,Financials,Equity,126626382.68,0.09147,126626382.68,4740256,26.71,Australia,Asx - All Markets,AUD
CRH,CRH PUBLIC LIMITED PLC,Materials,Equity,126533444.4,0.0914,126533444.4,1078165,117.36,United States,New York Stock Exchange Inc.,USD
UPS,UNITED PARCEL SERVICE INC CLASS B,Industrials,Equity,125863917.23,0.09092,125863917.23,1183933,106.31,United States,New York Stock Exchange Inc.,USD
SHW,SHERWIN WILLIAMS,Materials,Equity,125580136.83,0.09071,125580136.83,375303,334.61,United States,New York Stock Exchange Inc.,USD
LLOY,LLOYDS BANKING GROUP PLC,Financials,Equity,125259588.25,0.09048,125259588.25,92155135,1.36,United Kingdom,London Stock Exchange,GBP
REGN,REGENERON PHARMACEUTICALS INC,Health Care,Equity,124963076.16,0.09027,124963076.16,167206,747.36,United States,NASDAQ,USD
RHM,RHEINMETALL AG,Industrials,Equity,124845194.35,0.09018,124845194.35,74237,1681.71,Germany,Xetra,EUR
HCA,HCA HEALTHCARE INC,Health Care,Equity,123105198.6,0.08893,123105198.6,261270,471.18,United States,New York Stock Exchange Inc.,USD
6861,KEYENCE CORP,Information Technology,Equity,122746818.58,0.08867,122746818.58,309704,396.34,Japan,Tokyo Stock Exchange,JPY
CP,CANADIAN PACIFIC KANSAS CITY LTD,Industrials,Equity,122170340.1,0.08825,122170340.1,1478468,82.63,Canada,Toronto Stock Exchange,CAD
INVE B,INVESTOR CLASS B,Financials,Equity,121518480.2,0.08778,121518480.2,2907284,41.8,Sweden,Nasdaq Omx Nordic,SEK
GM,GENERAL MOTORS,Consumer Discretionary,Equity,121383330.3,0.08768,121383330.3,1535526,79.05,United States,New York Stock Exchange Inc.,USD
SU,SUNCOR ENERGY INC,Energy,Equity,121112789.34,0.08749,121112789.34,1928297,62.81,Canada,Toronto Stock Exchange,CAD
CI,CIGNA,Health Care,Equity,120998197.14,0.0874,120998197.14,437306,276.69,United States,New York Stock Exchange Inc.,USD
EOG,EOG RESOURCES INC,Energy,Equity,120515537.76,0.08706,120515537.76,910032,132.43,United States,New York Stock Exchange Inc.,USD
GLEN,GLENCORE PLC,Materials,Equity,120439594.04,0.087,120439594.04,16237184,7.42,United Kingdom,London Stock Exchange,GBP
VLO,VALERO ENERGY CORP,Energy,Equity,120086156.7,0.08675,120086156.7,514530,233.39,United States,New York Stock Exchange Inc.,USD
ITW,ILLINOIS TOOL INC,Industrials,Equity,119998171.8,0.08668,119998171.8,442716,271.05,United States,New York Stock Exchange Inc.,USD
8001,ITOCHU CORP,Industrials,Equity,119383288.48,0.08624,119383288.48,9690810,12.32,Japan,Tokyo Stock Exchange,JPY
TEL,TE CONNECTIVITY PLC,Information Technology,Equity,119155038.66,0.08607,119155038.66,489987,243.18,United States,New York Stock Exchange Inc.,USD
GD,GENERAL DYNAMICS CORP,Industrials,Equity,119048523.36,0.086,119048523.36,365718,325.52,United States,New York Stock Exchange Inc.,USD
MCO,MOODYS CORP,Financials,Equity,118862382.93,0.08586,118862382.93,258627,459.59,United States,New York Stock Exchange Inc.,USD
EL,ESSILORLUXOTTICA SA,Health Care,Equity,118802600.47,0.08582,118802600.47,489073,242.91,France,Nyse Euronext - Euronext Paris,EUR
ELV,ELEVANCE HEALTH INC,Health Care,Equity,118580266.44,0.08566,118580266.44,361404,328.11,United States,New York Stock Exchange Inc.,USD
MDLZ,MONDELEZ INTERNATIONAL INC CLASS A,Consumer Staples,Equity,118162967.58,0.08536,118162967.58,2105166,56.13,United States,NASDAQ,USD
ROST,ROSS STORES INC,Consumer Discretionary,Equity,116999095.24,0.08452,116999095.24,518636,225.59,United States,NASDAQ,USD
MSI,MOTOROLA SOLUTIONS INC,Information Technology,Equity,116565187.76,0.0842,116565187.76,261662,445.48,United States,New York Stock Exchange Inc.,USD
IFX,INFINEON TECHNOLOGIES AG,Information Technology,Equity,115813105.35,0.08366,115813105.35,2064472,56.1,Germany,Xetra,EUR
ABI,ANHEUSER-BUSCH INBEV SA,Consumer Staples,Equity,115349597.09,0.08332,115349597.09,1568443,73.54,Belgium,Nyse Euronext - Euronext Brussels,EUR
ITX,INDUSTRIA DE DISENO TEXTIL SA,Consumer Discretionary,Equity,114602499.13,0.08278,114602499.13,1809229,63.34,Spain,Bolsa De Madrid,EUR
4063,SHIN ETSU CHEMICAL LTD,Materials,Equity,114074048.4,0.0824,114074048.4,2700385,42.24,Japan,Tokyo Stock Exchange,JPY
CIEN,CIENA CORP,Information Technology,Equity,113885348.93,0.08227,113885348.93,225101,505.93,United States,New York Stock Exchange Inc.,USD
MPWR,MONOLITHIC POWER SYSTEMS INC,Information Technology,Equity,113370834.1,0.08189,113370834.1,74198,1527.95,United States,NASDAQ,USD
AEP,AMERICAN ELECTRIC POWER INC,Utilities,Equity,112345352.79,0.08115,112345352.79,851811,131.89,United States,NASDAQ,USD
RCL,ROYAL CARIBBEAN GROUP LTD,Consumer Discretionary,Equity,112225698,0.08107,112225698,413400,271.47,United States,New York Stock Exchange Inc.,USD
6503,MITSUBISHI ELECTRIC CORP,Industrials,Equity,111937371.2,0.08086,111937371.2,2959711,37.82,Japan,Tokyo Stock Exchange,JPY
DASH,DOORDASH INC CLASS A,Consumer Discretionary,Equity,111256367.95,0.08037,111256367.95,609791,182.45,United States,NASDAQ,USD
REL,RELX PLC,Industrials,Equity,109607169.11,0.07918,109607169.11,2919734,37.54,United Kingdom,London Stock Exchange,GBP
ECL,ECOLAB INC,Materials,Equity,109368983.76,0.079,109368983.76,403814,270.84,United States,New York Stock Exchange Inc.,USD
DLR,DIGITAL REALTY TRUST REIT INC,Real Estate,Equity,109316982.72,0.07897,109316982.72,543136,201.27,United States,New York Stock Exchange Inc.,USD
TFC,TRUIST FINANCIAL CORP,Financials,Equity,108670423.04,0.0785,108670423.04,2127872,51.07,United States,New York Stock Exchange Inc.,USD
6098,RECRUIT HOLDINGS LTD,Industrials,Equity,108562914.95,0.07842,108562914.95,2203400,49.27,Japan,Tokyo Stock Exchange,JPY
WBD,WARNER BROS. DISCOVERY INC SERIES,Communication,Equity,108458578.97,0.07835,108458578.97,3971387,27.31,United States,NASDAQ,USD
ABX,BARRICK MINING CORP,Materials,Equity,107848701.49,0.07791,107848701.49,2659586,40.55,Canada,Toronto Stock Exchange,CAD
PRX,PROSUS NV CLASS N,Consumer Discretionary,Equity,107560668.05,0.0777,107560668.05,2139194,50.28,Netherlands,Euronext Amsterdam,EUR
MFC,MANULIFE FINANCIAL CORP,Financials,Equity,107471853.71,0.07763,107471853.71,2805924,38.3,Canada,Toronto Stock Exchange,CAD
NSC,NORFOLK SOUTHERN CORP,Industrials,Equity,106882218.54,0.07721,106882218.54,353657,302.22,United States,New York Stock Exchange Inc.,USD
MPC,MARATHON PETROLEUM CORP,Energy,Equity,106882530.3,0.07721,106882530.3,485058,220.35,United States,New York Stock Exchange Inc.,USD
TDG,TRANSDIGM GROUP INC,Industrials,Equity,105889173.42,0.07649,105889173.42,87826,1205.67,United States,New York Stock Exchange Inc.,USD
DELL,DELL TECHNOLOGIES INC CLASS C,Information Technology,Equity,105829606,0.07645,105829606,498350,212.36,United States,New York Stock Exchange Inc.,USD
TRV,TRAVELERS COMPANIES INC,Financials,Equity,105709501.1,0.07636,105709501.1,350705,301.42,United States,New York Stock Exchange Inc.,USD
KKR,KKR AND CO INC,Financials,Equity,105498469.1,0.07621,105498469.1,1010038,104.45,United States,New York Stock Exchange Inc.,USD
AON,AON PLC CLASS A,Financials,Equity,105424943.32,0.07615,105424943.32,314401,335.32,United States,New York Stock Exchange Inc.,USD
NET,CLOUDFLARE INC CLASS A,Information Technology,Equity,105005843.46,0.07585,105005843.46,505638,207.67,United States,New York Stock Exchange Inc.,USD
LHX,L3HARRIS TECHNOLOGIES INC,Industrials,Equity,104905642.2,0.07578,104905642.2,308274,340.3,United States,New York Stock Exchange Inc.,USD
SPG,SIMON PROPERTY GROUP REIT INC,Real Estate,Equity,104831796.24,0.07573,104831796.24,511974,204.76,United States,New York Stock Exchange Inc.,USD
NWG,NATWEST GROUP PLC,Financials,Equity,104789762.23,0.0757,104789762.23,12894482,8.13,United Kingdom,London Stock Exchange,GBP
7741,HOYA CORP,Health Care,Equity,103626208.93,0.07486,103626208.93,570123,181.76,Japan,Tokyo Stock Exchange,JPY
PCAR,PACCAR INC,Industrials,Equity,103220665.74,0.07456,103220665.74,818043,126.18,United States,NASDAQ,USD
MQG,MACQUARIE GROUP LTD DEF,Financials,Equity,102994981.17,0.0744,102994981.17,595753,172.88,Australia,Asx - All Markets,AUD
WPM,WHEATON PRECIOUS METALS CORP,Materials,Equity,102379610.97,0.07395,102379610.97,720325,142.13,Canada,Toronto Stock Exchange,CAD
PSX,PHILLIPS 66,Energy,Equity,102290084,0.07389,102290084,641800,159.38,United States,New York Stock Exchange Inc.,USD
CL,COLGATE-PALMOLIVE,Consumer Staples,Equity,101085990.39,0.07302,101085990.39,1235619,81.81,United States,New York Stock Exchange Inc.,USD
APD,AIR PRODUCTS AND CHEMICALS INC,Materials,Equity,100377601.26,0.07251,100377601.26,340517,294.78,United States,New York Stock Exchange Inc.,USD
HOOD,ROBINHOOD MARKETS INC CLASS A,Financials,Equity,100381184.88,0.07251,100381184.88,1161416,86.43,United States,NASDAQ,USD
AZO,AUTOZONE INC,Consumer Discretionary,Equity,100277047.26,0.07244,100277047.26,27807,3606.18,United States,New York Stock Exchange Inc.,USD
CTAS,CINTAS CORP,Industrials,Equity,100214209.34,0.07239,100214209.34,568559,176.26,United States,NASDAQ,USD
TRP,TC ENERGY CORP,Energy,Equity,100137254.84,0.07233,100137254.84,1662600,60.23,Canada,Toronto Stock Exchange,CAD
TER,TERADYNE INC,Information Technology,Equity,99343716.47,0.07176,99343716.47,261479,379.93,United States,NASDAQ,USD
RMS,HERMES INTERNATIONAL,Consumer Discretionary,Equity,99320824.6,0.07175,99320824.6,50426,1969.63,France,Nyse Euronext - Euronext Paris,EUR
ABNB,AIRBNB INC CLASS A,Consumer Discretionary,Equity,99223631.1,0.07167,99223631.1,695574,142.65,United States,NASDAQ,USD
KMI,KINDER MORGAN INC,Energy,Equity,99136587.55,0.07161,99136587.55,3140215,31.57,United States,New York Stock Exchange Inc.,USD
AFL,AFLAC INC,Financials,Equity,98979583.21,0.0715,98979583.21,853493,115.97,United States,New York Stock Exchange Inc.,USD
LSEG,LONDON STOCK EXCHANGE GROUP PLC,Financials,Equity,97440963.69,0.07039,97440963.69,747493,130.36,United Kingdom,London Stock Exchange,GBP
ENGI,ENGIE SA,Utilities,Equity,96300674.13,0.06956,96300674.13,2929713,32.87,France,Nyse Euronext - Euronext Paris,EUR
NDA FI,NORDEA BANK,Financials,Equity,96060165.91,0.06939,96060165.91,5140844,18.69,Finland,Nasdaq Omx Helsinki Ltd.,EUR
DBK,DEUTSCHE BANK AG,Financials,Equity,95994583.22,0.06934,95994583.22,2911034,32.98,Germany,Xetra,EUR
CNR,CANADIAN NATIONAL RAILWAY,Industrials,Equity,95567510.17,0.06903,95567510.17,864847,110.5,Canada,Toronto Stock Exchange,CAD
TGT,TARGET CORP,Consumer Staples,Equity,95374614.8,0.06889,95374614.8,721988,132.1,United States,New York Stock Exchange Inc.,USD
WES,WESFARMERS LTD,Consumer Discretionary,Equity,95066665.93,0.06867,95066665.93,1769678,53.72,Australia,Asx - All Markets,AUD
LITE,LUMENTUM HOLDINGS INC,Information Technology,Equity,95050678.24,0.06866,95050678.24,113572,836.92,United States,NASDAQ,USD
KEYS,KEYSIGHT TECHNOLOGIES INC,Information Technology,Equity,94842153.9,0.06851,94842153.9,279523,339.3,United States,New York Stock Exchange Inc.,USD
DB1,DEUTSCHE BOERSE AG,Financials,Equity,94637871.18,0.06836,94637871.18,303540,311.78,Germany,Xetra,EUR
O,REALTY INCOME REIT CORP,Real Estate,Equity,94326400,0.06814,94326400,1473850,64,United States,New York Stock Exchange Inc.,USD
FIX,COMFORT SYSTEMS USA INC,Industrials,Equity,94061005.44,0.06795,94061005.44,56184,1674.16,United States,New York Stock Exchange Inc.,USD
SRE,SEMPRA,Utilities,Equity,93746253.15,0.06772,93746253.15,1006401,93.15,United States,New York Stock Exchange Inc.,USD
BKR,BAKER HUGHES CLASS A,Energy,Equity,93572166.25,0.06759,93572166.25,1553065,60.25,United States,NASDAQ,USD
O39,OVERSEA-CHINESE BANKING LTD,Financials,Equity,93474875.37,0.06752,93474875.37,5262251,17.76,Singapore,Singapore Exchange,SGD
GLE,SOCIETE GENERALE SA,Financials,Equity,92991091.91,0.06717,92991091.91,1102674,84.33,France,Nyse Euronext - Euronext Paris,EUR
BAS,BASF N,Materials,Equity,91880932.58,0.06637,91880932.58,1461642,62.86,Germany,Xetra,EUR
NA,NATIONAL BANK OF CANADA,Financials,Equity,91429445.71,0.06604,91429445.71,618448,147.84,Canada,Toronto Stock Exchange,CAD
AJG,ARTHUR J GALLAGHER,Financials,Equity,91339283.34,0.06598,91339283.34,406929,224.46,United States,New York Stock Exchange Inc.,USD
LNG,CHENIERE ENERGY INC,Energy,Equity,91167763.7,0.06586,91167763.7,353665,257.78,United States,New York Stock Exchange Inc.,USD
CTVA,CORTEVA INC,Materials,Equity,91101071.05,0.06581,91101071.05,1133803,80.35,United States,New York Stock Exchange Inc.,USD
388,HONG KONG EXCHANGES AND CLEARING L,Financials,Equity,91053824.74,0.06577,91053824.74,1708907,53.28,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
7974,NINTENDO LTD,Communication,Equity,90430951.03,0.06532,90430951.03,1709970,52.88,Japan,Tokyo Stock Exchange,JPY
NXPI,NXP SEMICONDUCTORS NV,Information Technology,Equity,89751732.5,0.06483,89751732.5,399785,224.5,United States,NASDAQ,USD
APO,APOLLO GLOBAL MANAGEMENT INC,Financials,Equity,89561642.94,0.0647,89561642.94,703769,127.26,United States,New York Stock Exchange Inc.,USD
ALL,ALLSTATE CORP,Financials,Equity,89453128.56,0.06462,89453128.56,413484,216.34,United States,New York Stock Exchange Inc.,USD
5803,FUJIKURA LTD,Industrials,Equity,89207902.88,0.06444,89207902.88,2414400,36.95,Japan,Tokyo Stock Exchange,JPY
ATCO A,ATLAS COPCO CLASS A,Industrials,Equity,89062279.25,0.06433,89062279.25,4340376,20.52,Sweden,Nasdaq Omx Nordic,SEK
NOKIA,NOKIA,Information Technology,Equity,88854029.56,0.06418,88854029.56,8560641,10.38,Finland,Nasdaq Omx Helsinki Ltd.,EUR
COR,CENCORA INC,Health Care,Equity,88624105.83,0.06402,88624105.83,283697,312.39,United States,New York Stock Exchange Inc.,USD
FTNT,FORTINET INC,Information Technology,Equity,88392708.18,0.06385,88392708.18,1036743,85.26,United States,NASDAQ,USD
VOLV B,VOLVO CLASS B,Industrials,Equity,88185179.09,0.0637,88185179.09,2522727,34.96,Sweden,Nasdaq Omx Nordic,SEK
NKE,NIKE INC CLASS B,Consumer Discretionary,Equity,88174725.53,0.06369,88174725.53,1900727,46.39,United States,New York Stock Exchange Inc.,USD
VST,VISTRA CORP,Utilities,Equity,87598506.8,0.06328,87598506.8,565480,154.91,United States,New York Stock Exchange Inc.,USD
CVNA,CARVANA CLASS A,Consumer Discretionary,Equity,87488762.4,0.0632,87488762.4,218220,400.92,United States,New York Stock Exchange Inc.,USD
ENI,ENI,Energy,Equity,85892859.91,0.06205,85892859.91,3262123,26.33,Italy,Borsa Italiana,EUR
COHR,COHERENT CORP,Information Technology,Equity,85819610.12,0.06199,85819610.12,249628,343.79,United States,New York Stock Exchange Inc.,USD
DSV,DSV,Industrials,Equity,85707995.99,0.06191,85707995.99,319577,268.19,Denmark,Omx Nordic Exchange Copenhagen A/S,DKK
FERG,FERGUSON ENTERPRISES INC,Industrials,Equity,85348586.07,0.06165,85348586.07,324507,263.01,United States,New York Stock Exchange Inc.,USD
DHL,DEUTSCHE POST AG,Industrials,Equity,85352108.95,0.06165,85352108.95,1473777,57.91,Germany,Xetra,EUR
GWW,WW GRAINGER INC,Industrials,Equity,85265036.36,0.06159,85265036.36,72812,1171.03,United States,New York Stock Exchange Inc.,USD
MNST,MONSTER BEVERAGE CORP,Consumer Staples,Equity,85207371.21,0.06155,85207371.21,1132023,75.27,United States,NASDAQ,USD
AME,AMETEK INC,Industrials,Equity,84959516.6,0.06137,84959516.6,363790,233.54,United States,New York Stock Exchange Inc.,USD
ZTS,ZOETIS INC CLASS A,Health Care,Equity,84198759.16,0.06082,84198759.16,712462,118.18,United States,New York Stock Exchange Inc.,USD
4502,TAKEDA PHARMACEUTICAL LTD,Health Care,Equity,83983771.12,0.06067,83983771.12,2439095,34.43,Japan,Tokyo Stock Exchange,JPY
URI,UNITED RENTALS INC,Industrials,Equity,83750133.6,0.0605,83750133.6,103880,806.22,United States,New York Stock Exchange Inc.,USD
6981,MURATA MANUFACTURING LTD,Information Technology,Equity,83384821.28,0.06023,83384821.28,2763054,30.18,Japan,Tokyo Stock Exchange,JPY
NUE,NUCOR CORP,Materials,Equity,83250839.74,0.06014,83250839.74,400129,208.06,United States,New York Stock Exchange Inc.,USD
OKE,ONEOK INC,Energy,Equity,82891523.16,0.05988,82891523.16,978764,84.69,United States,New York Stock Exchange Inc.,USD
ADSK,AUTODESK INC,Information Technology,Equity,82595673.68,0.05966,82595673.68,336466,245.48,United States,NASDAQ,USD
CABK,CAIXABANK SA,Financials,Equity,82504068.17,0.0596,82504068.17,6503407,12.69,Spain,Bolsa De Madrid,EUR
FAST,FASTENAL,Industrials,Equity,82359671.7,0.05949,82359671.7,1802181,45.7,United States,NASDAQ,USD
EOAN,E.ON N,Utilities,Equity,81744013.22,0.05905,81744013.22,3669614,22.28,Germany,Xetra,EUR
8002,MARUBENI CORP,Industrials,Equity,81556972.94,0.05891,81556972.94,2166132,37.65,Japan,Tokyo Stock Exchange,JPY
BN,DANONE SA,Consumer Staples,Equity,81227840.85,0.05868,81227840.85,1040625,78.06,France,Nyse Euronext - Euronext Paris,EUR
SREN,SWISS RE AG,Financials,Equity,81125468.13,0.0586,81125468.13,474403,171.01,Switzerland,SIX Swiss Exchange,CHF
ARGX,ARGENX,Health Care,Equity,80746393.73,0.05833,80746393.73,100100,806.66,Belgium,Nyse Euronext - Euronext Brussels,EUR
CCO,CAMECO CORP,Energy,Equity,80512179.2,0.05816,80512179.2,689300,116.8,Canada,Toronto Stock Exchange,CAD
9433,KDDI CORP,Communication,Equity,80362354.99,0.05805,80362354.99,4863700,16.52,Japan,Tokyo Stock Exchange,JPY
F,FORD MOTOR CO,Consumer Discretionary,Equity,80243511.3,0.05796,80243511.3,6278835,12.78,United States,New York Stock Exchange Inc.,USD
ETR,ENTERGY CORP,Utilities,Equity,80053977.24,0.05783,80053977.24,719651,111.24,United States,New York Stock Exchange Inc.,USD
D,DOMINION ENERGY INC,Utilities,Equity,80048365.15,0.05782,80048365.15,1310335,61.09,United States,New York Stock Exchange Inc.,USD
AAL,ANGLO AMERICAN PLC,Materials,Equity,79901453.5,0.05772,79901453.5,1661256,48.1,United Kingdom,London Stock Exchange,GBP
FNV,FRANCO NEVADA CORP,Materials,Equity,79031027.67,0.05709,79031027.67,318643,248.02,Canada,Toronto Stock Exchange,CAD
LONN,LONZA GROUP AG,Health Care,Equity,78522181.33,0.05672,78522181.33,119827,655.3,Switzerland,SIX Swiss Exchange,CHF
BE,BLOOM ENERGY CLASS A CORP,Industrials,Equity,78403830.83,0.05664,78403830.83,354913,220.91,United States,New York Stock Exchange Inc.,USD
ICSUAGD,BLK ICS USD LIQ AGENCY DIS,Cash and/or Derivatives,Money Market,78403142.2,0.05664,78403142.2,78403142,1,Ireland,--,USD
STAN,STANDARD CHARTERED PLC,Financials,Equity,78167445.57,0.05646,78167445.57,3204063,24.4,United Kingdom,London Stock Exchange,GBP
CAH,CARDINAL HEALTH INC,Health Care,Equity,77686196.6,0.05612,77686196.6,379105,204.92,United States,New York Stock Exchange Inc.,USD
CARR,CARRIER GLOBAL CORP,Industrials,Equity,77485852.95,0.05597,77485852.95,1255645,61.71,United States,New York Stock Exchange Inc.,USD
EBAY,EBAY INC,Consumer Discretionary,Equity,77468473,0.05596,77468473,734995,105.4,United States,NASDAQ,USD
EA,ELECTRONIC ARTS INC,Communication,Equity,77449146.6,0.05595,77449146.6,380492,203.55,United States,NASDAQ,USD
CMG,CHIPOTLE MEXICAN GRILL INC,Consumer Discretionary,Equity,77213295.95,0.05578,77213295.95,2141839,36.05,United States,New York Stock Exchange Inc.,USD
CPG,COMPASS GROUP PLC,Consumer Discretionary,Equity,76718362.5,0.05542,76718362.5,2622850,29.25,United Kingdom,London Stock Exchange,USD
SNOW,SNOWFLAKE INC,Information Technology,Equity,76042215,0.05493,76042215,504125,150.84,United States,New York Stock Exchange Inc.,USD
TRGP,TARGA RESOURCES CORP,Energy,Equity,75945335.4,0.05486,75945335.4,326436,232.65,United States,New York Stock Exchange Inc.,USD
BAYN,BAYER AG,Health Care,Equity,75427564.05,0.05449,75427564.05,1605773,46.97,Germany,Xetra,EUR
AD,KONINKLIJKE AHOLD DELHAIZE NV,Consumer Staples,Equity,75368102.09,0.05444,75368102.09,1545353,48.77,Netherlands,Euronext Amsterdam,EUR
STT,STATE STREET CORP,Financials,Equity,75283699.68,0.05438,75283699.68,490224,153.57,United States,New York Stock Exchange Inc.,USD
PSA,PUBLIC STORAGE REIT,Real Estate,Equity,75069105.1,0.05423,75069105.1,243470,308.33,United States,New York Stock Exchange Inc.,USD
XEL,XCEL ENERGY INC,Utilities,Equity,75002714.28,0.05418,75002714.28,948441,79.08,United States,NASDAQ,USD
5802,SUMITOMO ELECTRIC INDUSTRIES LTD,Consumer Discretionary,Equity,74116379.21,0.05354,74116379.21,1146897,64.62,Japan,Tokyo Stock Exchange,JPY
HOLN,HOLCIM LTD AG,Materials,Equity,74085859.58,0.05352,74085859.58,803507,92.2,Switzerland,SIX Swiss Exchange,CHF
ROK,ROCKWELL AUTOMATION INC,Industrials,Equity,73934312.4,0.05341,73934312.4,180310,410.04,United States,New York Stock Exchange Inc.,USD
CSL,CSL LTD,Health Care,Equity,73894981.88,0.05338,73894981.88,752745,98.17,Australia,Asx - All Markets,AUD
CLS,CELESTICA INC,Information Technology,Equity,73850326,0.05335,73850326,182758,404.09,Canada,Toronto Stock Exchange,CAD
BDX,BECTON DICKINSON,Health Care,Equity,73741604.49,0.05327,73741604.49,470621,156.69,United States,New York Stock Exchange Inc.,USD
PYPL,PAYPAL HOLDINGS INC,Financials,Equity,73698815.04,0.05324,73698815.04,1448483,50.88,United States,NASDAQ,USD
IDXX,IDEXX LABORATORIES INC,Health Care,Equity,73701589.26,0.05324,73701589.26,129526,569.01,United States,NASDAQ,USD
FITB,FIFTH THIRD BANCORP,Financials,Equity,73620127.7,0.05318,73620127.7,1440707,51.1,United States,NASDAQ,USD
RACE,FERRARI NV,Consumer Discretionary,Equity,73169681.19,0.05285,73169681.19,201298,363.49,Italy,Borsa Italiana,EUR
MBG,MERCEDES-BENZ GROUP N AG,Consumer Discretionary,Equity,73124653.64,0.05282,73124653.64,1216484,60.11,Germany,Xetra,EUR
MSCI,MSCI INC,Financials,Equity,73004642.34,0.05274,73004642.34,122206,597.39,United States,New York Stock Exchange Inc.,USD
CBRE,CBRE GROUP INC CLASS A,Real Estate,Equity,72348179.4,0.05226,72348179.4,482804,149.85,United States,New York Stock Exchange Inc.,USD
AIG,AMERICAN INTERNATIONAL GROUP INC,Financials,Equity,72332989.47,0.05225,72332989.47,928179,77.93,United States,New York Stock Exchange Inc.,USD
LR,LEGRAND SA,Industrials,Equity,72172414.81,0.05213,72172414.81,415654,173.64,France,Nyse Euronext - Euronext Paris,EUR
EW,EDWARDS LIFESCIENCES CORP,Health Care,Equity,72139622.46,0.05211,72139622.46,905026,79.71,United States,New York Stock Exchange Inc.,USD
EXC,EXELON CORP,Utilities,Equity,71864944.55,0.05191,71864944.55,1553165,46.27,United States,NASDAQ,USD
ASM,ASM INTERNATIONAL NV,Information Technology,Equity,71830459.23,0.05189,71830459.23,78161,919.01,Netherlands,Euronext Amsterdam,EUR
SAND,SANDVIK,Industrials,Equity,71793003.3,0.05186,71793003.3,1674527,42.87,Sweden,Nasdaq Omx Nordic,SEK
WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIE,Industrials,Equity,71385408.55,0.05157,71385408.55,277085,257.63,United States,New York Stock Exchange Inc.,USD
DGE,DIAGEO PLC,Consumer Staples,Equity,71263807.18,0.05148,71263807.18,3451635,20.65,United Kingdom,London Stock Exchange,GBP
JPY,JPY CASH,Cash and/or Derivatives,Cash,71208385.12,0.05144,71208385.12,11349548463,0.63,Japan,--,JPY
MET,METLIFE INC,Financials,Equity,70961607.6,0.05126,70961607.6,915870,77.48,United States,New York Stock Exchange Inc.,USD
